"","x"
"6145","Lace1"
"6146","Lactb"
"6147","Lactb2"
"6148","Lage3"
"6149","Lair1"
"6150","Lamb2"
"6151","Lamp1"
"6152","Lamp2"
"6153","Lamtor1"
"6154","Lamtor2"
"6155","Lamtor3"
"6156","Lamtor4"
"6157","Lamtor5"
"6158","Lancl1"
"6159","Lancl2"
"6160","Lap3"
"6161","Laptm4a"
"6162","Laptm4b"
"6163","Laptm5"
"6164","Larp1"
"6165","Larp1b"
"6166","Larp4"
"6167","Larp4b"
"6168","Larp7"
"6169","Lars"
"6170","Lars2"
"6171","Las1l"
"6172","Lasp1"
"6173","Lat"
"6174","Lat2"
"6175","Lats1"
"6176","Lats2"
"6177","Layn"
"6178","Lbh"
"6179","Lbhd1"
"6180","Lbp"
"6181","Lbr"
"6182","Lcat"
"6183","Lck"
"6184","Lclat1"
"6185","Lcmt1"
"6186","Lcmt2"
"6187","Lcn2"
"6188","Lcor"
"6189","Lcorl"
"6190","Lcp1"
"6191","Lcp2"
"6192","Ldah"
"6193","Ldb1"
"6194","Ldha"
"6195","Ldhb"
"6196","Ldhc"
"6197","Ldlr"
"6198","Ldlrad3"
"6199","Ldlrad4"
"6200","Ldlrap1"
"6201","Leap2"
"6202","Lect2"
"6203","Lefty1"
"6204","Lekr1"
"6205","Lemd2"
"6206","Leng1"
"6207","Leng8"
"6208","Leng9"
"6209","Leo1"
"6210","Leprot"
"6211","Leprotl1"
"6212","Letm1"
"6213","Letm2"
"6214","Letmd1"
"6215","Lfng"
"6216","Lgals1"
"6217","Lgals2"
"6218","Lgals3"
"6219","Lgals3bp"
"6220","Lgals4"
"6221","Lgals7"
"6222","Lgals8"
"6223","Lgals9"
"6224","Lgalsl"
"6225","Lgmn"
"6226","Lgr4"
"6227","Lhfpl2"
"6228","Lhpp"
"6229","Lias"
"6230","Lifr"
"6231","Lig1"
"6232","Lig3"
"6233","Lig4"
"6234","Lilr4b"
"6235","Lilra6"
"6236","Lilrb4a"
"6237","Lima1"
"6238","Limd1"
"6239","Limd2"
"6240","Limk1"
"6241","Limk2"
"6242","Lims1"
"6243","Lin28a"
"6244","Lin28b"
"6245","Lin37"
"6246","Lin52"
"6247","Lin54"
"6248","Lin7c"
"6249","Lin9"
"6250","Lins1"
"6251","Lipa"
"6252","Lipc"
"6253","Lipe"
"6254","Liph"
"6255","Lipo3"
"6256","Lipt1"
"6257","Lipt2"
"6258","Litaf"
"6259","Llgl1"
"6260","Llgl2"
"6261","Llph"
"6262","Llph-ps2"
"6263","Lman1"
"6264","Lman2"
"6265","Lman2l"
"6266","Lmbr1"
"6267","Lmbr1l"
"6268","Lmbrd1"
"6269","Lmcd1"
"6270","Lmf1"
"6271","Lmf2"
"6272","Lmln"
"6273","Lmna"
"6274","Lmnb1"
"6275","Lmnb2"
"6276","Lmntd2"
"6277","Lmo1"
"6278","Lmo2"
"6279","Lmo4"
"6280","Lnpep"
"6281","Lnpk"
"6282","Lnx2"
"6283","Lockd"
"6284","Lonp1"
"6285","Lonp2"
"6286","Lonrf1"
"6287","Loxl2"
"6288","Lpar2"
"6289","Lpar4"
"6290","Lpar6"
"6291","Lpcat1"
"6292","Lpcat2"
"6293","Lpcat3"
"6294","Lpgat1"
"6295","Lpin1"
"6296","Lpin2"
"6297","Lpin3"
"6298","Lpl"
"6299","Lppos"
"6300","Lpxn"
"6301","Lrba"
"6302","Lrch1"
"6303","Lrch3"
"6304","Lrfn4"
"6305","Lrg1"
"6306","Lrguk"
"6307","Lrif1"
"6308","Lrig2"
"6309","Lrmp"
"6310","Lrp1"
"6311","Lrp10"
"6312","Lrp12"
"6313","Lrp4"
"6314","Lrp5"
"6315","Lrp6"
"6316","Lrp8"
"6317","Lrpap1"
"6318","Lrpprc"
"6319","Lrr1"
"6320","Lrrc1"
"6321","Lrrc14"
"6322","Lrrc17"
"6323","Lrrc20"
"6324","Lrrc24"
"6325","Lrrc25"
"6326","Lrrc27"
"6327","Lrrc28"
"6328","Lrrc29"
"6329","Lrrc3"
"6330","Lrrc39"
"6331","Lrrc40"
"6332","Lrrc41"
"6333","Lrrc42"
"6334","Lrrc45"
"6335","Lrrc47"
"6336","Lrrc51"
"6337","Lrrc56"
"6338","Lrrc57"
"6339","Lrrc58"
"6340","Lrrc59"
"6341","Lrrc61"
"6342","Lrrc75a"
"6343","Lrrc8a"
"6344","Lrrc8b"
"6345","Lrrc8c"
"6346","Lrrc8d"
"6347","Lrrcc1"
"6348","Lrrfip1"
"6349","Lrrfip2"
"6350","Lrrk1"
"6351","Lrsam1"
"6352","Lrwd1"
"6353","Lsg1"
"6354","Lsm1"
"6355","Lsm10"
"6356","Lsm11"
"6357","Lsm12"
"6358","Lsm14a"
"6359","Lsm14b"
"6360","Lsm2"
"6361","Lsm3"
"6362","Lsm4"
"6363","Lsm5"
"6364","Lsm6"
"6365","Lsm7"
"6366","Lsm8"
"6367","Lsp1"
"6368","Lsr"
"6369","Lss"
"6370","Lst1"
"6371","Lta4h"
"6372","Ltb"
"6373","Ltb4r1"
"6374","Ltbp1"
"6375","Ltbr"
"6376","Ltf"
"6377","Ltn1"
"6378","Ltv1"
"6379","Luc7l"
"6380","Luc7l2"
"6381","Luc7l3"
"6382","Lurap1l"
"6383","Luzp1"
"6384","Lxn"
"6385","Ly6a"
"6386","Ly6c2"
"6387","Ly6d"
"6388","Ly6e"
"6389","Ly6g5b"
"6390","Ly6g6f"
"6391","Ly86"
"6392","Ly9"
"6393","Ly96"
"6394","Lyar"
"6395","Lyl1"
"6396","Lyn"
"6397","Lypla1"
"6398","Lypla2"
"6399","Lyplal1"
"6400","Lyrm1"
"6401","Lyrm2"
"6402","Lyrm4"
"6403","Lyrm7"
"6404","Lyrm9"
"6405","Lysmd1"
"6406","Lysmd2"
"6407","Lysmd3"
"6408","Lysmd4"
"6409","Lyst"
"6410","Lyve1"
"6411","Lyz2"
"6412","Lzic"
"6413","Lztfl1"
"6414","Lztr1"
"6415","Lzts2"
"6416","M1ap"
"6417","M6pr"
"6418","Macf1"
"6419","Macrod1"
"6420","Macrod2"
"6421","Mad1l1"
"6422","Mad2l1"
"6423","Mad2l1bp"
"6424","Mad2l2"
"6425","Madd"
"6426","Maea"
"6427","Maf"
"6428","Maf1"
"6429","Mafb"
"6430","Maff"
"6431","Mafg"
"6432","Mafk"
"6433","Maged1"
"6434","Maged2"
"6435","Magee1"
"6436","Mageh1"
"6437","Magoh"
"6438","Magohb"
"6439","Magt1"
"6440","Maip1"
"6441","Mak"
"6442","Mak16"
"6443","Malat1"
"6444","Malsu1"
"6445","Malt1"
"6446","Mamdc4"
"6447","Maml3"
"6448","Man1a"
"6449","Man1a2"
"6450","Man1b1"
"6451","Man1c1"
"6452","Man2a1"
"6453","Man2a2"
"6454","Man2b1"
"6455","Man2b2"
"6456","Man2c1"
"6457","Man2c1os"
"6458","Manba"
"6459","Manbal"
"6460","Manea"
"6461","Manf"
"6462","Mansc1"
"6463","Maoa"
"6464","Maob"
"6465","Map1lc3a"
"6466","Map1lc3b"
"6467","Map1s"
"6468","Map2k1"
"6469","Map2k2"
"6470","Map2k3"
"6471","Map2k3os"
"6472","Map2k4"
"6473","Map2k5"
"6474","Map2k6"
"6475","Map2k7"
"6476","Map3k1"
"6477","Map3k10"
"6478","Map3k11"
"6479","Map3k14"
"6480","Map3k2"
"6481","Map3k20"
"6482","Map3k3"
"6483","Map3k4"
"6484","Map3k5"
"6485","Map3k6"
"6486","Map3k7"
"6487","Map3k8"
"6488","Map4"
"6489","Map4k1"
"6490","Map4k2"
"6491","Map4k4"
"6492","Map4k5"
"6493","Map7"
"6494","Map7d1"
"6495","Map7d3"
"6496","Mapk1"
"6497","Mapk13"
"6498","Mapk14"
"6499","Mapk1ip1"
"6500","Mapk1ip1l"
"6501","Mapk3"
"6502","Mapk6"
"6503","Mapk7"
"6504","Mapk8"
"6505","Mapk8ip3"
"6506","Mapk9"
"6507","Mapkap1"
"6508","Mapkapk2"
"6509","Mapkapk3"
"6510","Mapre1"
"6511","Mapre2"
"6512","Mapt"
"6513","Marc1"
"6514","Marc2"
"6515","March1"
"6516","March2"
"6517","March3"
"6518","March5"
"6519","March6"
"6520","March7"
"6521","March8"
"6522","Marcks"
"6523","Marcksl1"
"6524","Marco"
"6525","Marf1"
"6526","Mark2"
"6527","Mark3"
"6528","Mark4"
"6529","Mars"
"6530","Mars2"
"6531","Marveld2"
"6532","Masp2"
"6533","Mast2"
"6534","Mast3"
"6535","Mastl"
"6536","Mat1a"
"6537","Mat2a"
"6538","Mat2b"
"6539","Matk"
"6540","Matr3"
"6541","Mau2"
"6542","Mavs"
"6543","Max"
"6544","Maz"
"6545","Mb21d1"
"6546","Mbd1"
"6547","Mbd2"
"6548","Mbd3"
"6549","Mbd4"
"6550","Mbd5"
"6551","Mbd6"
"6552","Mbip"
"6553","Mbl1"
"6554","Mblac1"
"6555","Mblac2"
"6556","Mbnl1"
"6557","Mbnl2"
"6558","Mbnl3"
"6559","Mboat1"
"6560","Mboat2"
"6561","Mboat7"
"6562","Mbp"
"6563","Mbtd1"
"6564","Mbtps1"
"6565","Mbtps2"
"6566","Mc1r"
"6567","Mc2r"
"6568","Mc5r"
"6569","Mcat"
"6570","Mccc1"
"6571","Mccc2"
"6572","Mcee"
"6573","Mcemp1"
"6574","Mcfd2"
"6575","Mcl1"
"6576","Mcm10"
"6577","Mcm2"
"6578","Mcm3"
"6579","Mcm3ap"
"6580","Mcm4"
"6581","Mcm5"
"6582","Mcm6"
"6583","Mcm7"
"6584","Mcm8"
"6585","Mcm9"
"6586","Mcmbp"
"6587","Mcoln1"
"6588","Mcoln2"
"6589","Mcph1"
"6590","Mcpt2"
"6591","Mcpt8"
"6592","Mcrs1"
"6593","Mctp1"
"6594","Mcts1"
"6595","Mcts2"
"6596","Mcu"
"6597","Mcub"
"6598","Mcur1"
"6599","Mdc1"
"6600","Mdfi"
"6601","Mdfic"
"6602","Mdga1"
"6603","Mdh1"
"6604","Mdh2"
"6605","Mdk"
"6606","Mdm1"
"6607","Mdm2"
"6608","Mdm4"
"6609","Mdn1"
"6610","Mdp1"
"6611","Mdrl"
"6612","Me2"
"6613","Mea1"
"6614","Meaf6"
"6615","Mecp2"
"6616","Mecr"
"6617","Med1"
"6618","Med10"
"6619","Med11"
"6620","Med13"
"6621","Med13l"
"6622","Med14"
"6623","Med15"
"6624","Med16"
"6625","Med17"
"6626","Med18"
"6627","Med19"
"6628","Med20"
"6629","Med21"
"6630","Med22"
"6631","Med23"
"6632","Med24"
"6633","Med25"
"6634","Med26"
"6635","Med27"
"6636","Med28"
"6637","Med29"
"6638","Med30"
"6639","Med31"
"6640","Med4"
"6641","Med6"
"6642","Med7"
"6643","Med8"
"6644","Med9"
"6645","Med9os"
"6646","Mef2a"
"6647","Mef2c"
"6648","Mef2d"
"6649","Mefv"
"6650","Meg3"
"6651","Megf9"
"6652","Meiob"
"6653","Meis1"
"6654","Meis3"
"6655","Melk"
"6656","Memo1"
"6657","Men1"
"6658","Mepce"
"6659","Mertk"
"6660","Mesdc1"
"6661","Mesdc2"
"6662","Mest"
"6663","Met"
"6664","Metap1"
"6665","Metap1d"
"6666","Metap2"
"6667","Metrn"
"6668","Mettl1"
"6669","Mettl10"
"6670","Mettl13"
"6671","Mettl14"
"6672","Mettl15"
"6673","Mettl16"
"6674","Mettl17"
"6675","Mettl18"
"6676","Mettl2"
"6677","Mettl21a"
"6678","Mettl22"
"6679","Mettl23"
"6680","Mettl25"
"6681","Mettl26"
"6682","Mettl3"
"6683","Mettl4"
"6684","Mettl5"
"6685","Mettl5os"
"6686","Mettl6"
"6687","Mettl7a1"
"6688","Mettl8"
"6689","Mettl9"
"6690","Mex3a"
"6691","Mex3c"
"6692","Mfap1a"
"6693","Mfap1b"
"6694","Mfap3"
"6695","Mff"
"6696","Mfge8"
"6697","Mfn1"
"6698","Mfn2"
"6699","Mfng"
"6700","Mfsd1"
"6701","Mfsd10"
"6702","Mfsd11"
"6703","Mfsd12"
"6704","Mfsd13a"
"6705","Mfsd14a"
"6706","Mfsd14b"
"6707","Mfsd2b"
"6708","Mfsd3"
"6709","Mfsd5"
"6710","Mfsd7b"
"6711","Mfsd7c"
"6712","Mfsd8"
"6713","Mfsd9"
"6714","Mga"
"6715","Mgarp"
"6716","Mgat1"
"6717","Mgat2"
"6718","Mgat4a"
"6719","Mgat4b"
"6720","Mgat5"
"6721","Mgea5"
"6722","Mgl2"
"6723","Mgll"
"6724","Mgme1"
"6725","Mgmt"
"6726","Mgrn1"
"6727","Mgst1"
"6728","Mgst2"
"6729","Mgst3"
"6730","Mia2"
"6731","Mia3"
"6732","Mib1"
"6733","Mib2"
"6734","Mical1"
"6735","Mical3"
"6736","Micall2"
"6737","Micu1"
"6738","Micu2"
"6739","Micu3"
"6740","Mid1ip1"
"6741","Midn"
"6742","Mief1"
"6743","Mief2"
"6744","Mien1"
"6745","Mier1"
"6746","Mier2"
"6747","Mier3"
"6748","Mif"
"6749","Mif4gd"
"6750","Miga1"
"6751","Miga2"
"6752","Miip"
"6753","Milr1"
"6754","Mink1"
"6755","Minos1"
"6756","Minpp1"
"6757","Mios"
"6758","Miox"
"6759","Mipep"
"6760","Mipol1"
"6761","Mir142"
"6762","Mir142hg"
"6763","Mir144"
"6764","Mir17hg"
"6765","Mir22hg"
"6766","Mir3091"
"6767","Mir451a"
"6768","Mir5136"
"6769","Mir684-1"
"6770","Mir703"
"6771","Mir7688"
"6772","Mirt1"
"6773","Mis12"
"6774","Mis18a"
"6775","Mis18bp1"
"6776","Mitd1"
"6777","Mki67"
"6778","Mkks"
"6779","Mkl1"
"6780","Mkln1"
"6781","Mkln1os"
"6782","Mknk1"
"6783","Mknk2"
"6784","Mkrn1"
"6785","Mkrn2"
"6786","Mkrn2os"
"6787","Mks1"
"6788","Mlec"
"6789","Mlf1"
"6790","Mlf2"
"6791","Mlh1"
"6792","Mlh3"
"6793","Mlkl"
"6794","Mllt1"
"6795","Mllt10"
"6796","Mllt11"
"6797","Mllt3"
"6798","Mlst8"
"6799","Mlx"
"6800","Mlxip"
"6801","Mlycd"
"6802","Mmaa"
"6803","Mmab"
"6804","Mmachc"
"6805","Mmadhc"
"6806","Mmd"
"6807","Mmd2"
"6808","Mmgt1"
"6809","Mmgt2"
"6810","Mmp14"
"6811","Mmp19"
"6812","Mmp28"
"6813","Mmp8"
"6814","Mmp9"
"6815","Mmrn1"
"6816","Mms19"
"6817","Mms22l"
"6818","Mnat1"
"6819","Mnd1"
"6820","Mndal"
"6821","Mns1"
"6822","Mnt"
"6823","Mob1a"
"6824","Mob1b"
"6825","Mob2"
"6826","Mob3a"
"6827","Mob3b"
"6828","Mob3c"
"6829","Mob4"
"6830","Mocos"
"6831","Mocs1"
"6832","Mocs2"
"6833","Mocs3"
"6834","Mogat2"
"6835","Mogs"
"6836","Mok"
"6837","Mon1a"
"6838","Mon1b"
"6839","Mon2"
"6840","Morc2a"
"6841","Morc3"
"6842","Morc4"
"6843","Morf4l1"
"6844","Morf4l2"
"6845","Morn1"
"6846","Morn2"
"6847","Morn4"
"6848","Mospd1"
"6849","Mospd2"
"6850","Mospd3"
"6851","Mov10"
"6852","Mpc1"
"6853","Mpc1-ps"
"6854","Mpc2"
"6855","Mpdu1"
"6856","Mpeg1"
"6857","Mpg"
"6858","Mphosph10"
"6859","Mphosph6"
"6860","Mphosph8"
"6861","Mphosph9"
"6862","Mpi"
"6863","Mpl"
"6864","Mplkip"
"6865","Mpnd"
"6866","Mpo"
"6867","Mpp1"
"6868","Mpp2"
"6869","Mpp5"
"6870","Mpp6"
"6871","Mpp7"
"6872","Mppe1"
"6873","Mpped2"
"6874","Mprip"
"6875","Mpst"
"6876","Mpv17"
"6877","Mpv17l"
"6878","Mpv17l2"
"6879","Mpz"
"6880","Mpzl1"
"6881","Mpzl2"
"6882","Mpzl3"
"6883","Mrap"
"6884","Mrc1"
"6885","Mre11a"
"6886","Mreg"
"6887","Mrfap1"
"6888","Mrgbp"
"6889","Mrgpra2a"
"6890","Mrgpra2b"
"6891","Mri1"
"6892","Mrm1"
"6893","Mrm2"
"6894","Mrm3"
"6895","Mrnip"
"6896","Mroh1"
"6897","Mrpl1"
"6898","Mrpl10"
"6899","Mrpl11"
"6900","Mrpl12"
"6901","Mrpl13"
"6902","Mrpl14"
"6903","Mrpl15"
"6904","Mrpl16"
"6905","Mrpl17"
"6906","Mrpl18"
"6907","Mrpl19"
"6908","Mrpl2"
"6909","Mrpl20"
"6910","Mrpl21"
"6911","Mrpl22"
"6912","Mrpl23"
"6913","Mrpl23-ps1"
"6914","Mrpl24"
"6915","Mrpl27"
"6916","Mrpl28"
"6917","Mrpl3"
"6918","Mrpl30"
"6919","Mrpl32"
"6920","Mrpl33"
"6921","Mrpl34"
"6922","Mrpl35"
"6923","Mrpl36"
"6924","Mrpl37"
"6925","Mrpl38"
"6926","Mrpl39"
"6927","Mrpl4"
"6928","Mrpl40"
"6929","Mrpl41"
"6930","Mrpl42"
"6931","Mrpl43"
"6932","Mrpl44"
"6933","Mrpl45"
"6934","Mrpl46"
"6935","Mrpl47"
"6936","Mrpl48"
"6937","Mrpl48-ps"
"6938","Mrpl49"
"6939","Mrpl50"
"6940","Mrpl51"
"6941","Mrpl52"
"6942","Mrpl54"
"6943","Mrpl55"
"6944","Mrpl57"
"6945","Mrpl58"
"6946","Mrpl9"
"6947","Mrps10"
"6948","Mrps11"
"6949","Mrps12"
"6950","Mrps14"
"6951","Mrps15"
"6952","Mrps16"
"6953","Mrps17"
"6954","Mrps18a"
"6955","Mrps18b"
"6956","Mrps18c"
"6957","Mrps2"
"6958","Mrps21"
"6959","Mrps22"
"6960","Mrps23"
"6961","Mrps24"
"6962","Mrps25"
"6963","Mrps26"
"6964","Mrps27"
"6965","Mrps28"
"6966","Mrps30"
"6967","Mrps31"
"6968","Mrps33"
"6969","Mrps34"
"6970","Mrps35"
"6971","Mrps36"
"6972","Mrps36-ps1"
"6973","Mrps36-ps2"
"6974","Mrps5"
"6975","Mrps6"
"6976","Mrps7"
"6977","Mrps9"
"6978","Mrrf"
"6979","Mrs2"
"6980","Mrto4"
"6981","Mrvi1"
"6982","Ms4a2"
"6983","Ms4a3"
"6984","Ms4a4b"
"6985","Ms4a4c"
"6986","Ms4a6b"
"6987","Ms4a6c"
"6988","Ms4a6d"
"6989","Ms4a7"
"6990","Msantd2"
"6991","Msantd4"
"6992","Msh2"
"6993","Msh3"
"6994","Msh5"
"6995","Msh6"
"6996","Msi2"
"6997","Msl1"
"6998","Msl2"
"6999","Msl3"
"7000","Msl3l2"
"7001","Msmo1"
"7002","Msn"
"7003","Msr1"
"7004","Msra"
"7005","Msrb1"
"7006","Msrb2"
"7007","Mss51"
"7008","Mst1"
"7009","Msto1"
"7010","Mt1"
"7011","Mt2"
"7012","Mta1"
"7013","Mta2"
"7014","Mta3"
"7015","Mtap"
"7016","Mtbp"
"7017","Mtch1"
"7018","Mtch2"
"7019","Mtcp1"
"7020","Mtdh"
"7021","Mterf1a"
"7022","Mterf1b"
"7023","Mterf2"
"7024","Mterf3"
"7025","Mterf4"
"7026","Mtf1"
"7027","Mtf2"
"7028","Mtfmt"
"7029","Mtfp1"
"7030","Mtfr1"
"7031","Mtfr1l"
"7032","Mtfr2"
"7033","Mtg1"
"7034","Mtg2"
"7035","Mthfd1"
"7036","Mthfd1l"
"7037","Mthfd2"
"7038","Mthfd2l"
"7039","Mthfr"
"7040","Mthfs"
"7041","Mthfsd"
"7042","Mthfsl"
"7043","Mtif2"
"7044","Mtif3"
"7045","Mtl5"
"7046","Mtm1"
"7047","Mtmr1"
"7048","Mtmr10"
"7049","Mtmr12"
"7050","Mtmr14"
"7051","Mtmr2"
"7052","Mtmr3"
"7053","Mtmr4"
"7054","Mtmr6"
"7055","Mtmr9"
"7056","Mto1"
"7057","Mtor"
"7058","Mtpap"
"7059","Mtpn"
"7060","Mtr"
"7061","Mtrf1"
"7062","Mtrf1l"
"7063","Mtrr"
"7064","Mtss1"
"7065","Mttp"
"7066","Mturn"
"7067","Mtus1"
"7068","Mtus2"
"7069","Mtx1"
"7070","Mtx2"
"7071","Muc13"
"7072","Muc20"
"7073","Mul1"
"7074","Mum1"
"7075","Mum1l1"
"7076","Mus81"
"7077","Mut"
"7078","Mutyh"
"7079","Mvb12a"
"7080","Mvb12b"
"7081","Mvd"
"7082","Mvk"
"7083","Mvp"
"7084","Mxd1"
"7085","Mxd3"
"7086","Mxd4"
"7087","Mxi1"
"7088","Mxra7"
"7089","Myadm"
"7090","Myb"
"7091","Mybbp1a"
"7092","Mybl2"
"7093","Myc"
"7094","Mycbp"
"7095","Mycbp2"
"7096","Mycn"
"7097","Myct1"
"7098","Myd88"
"7099","Mydgf"
"7100","Myef2"
"7101","Myg1"
"7102","Myh10"
"7103","Myh7b"
"7104","Myh9"
"7105","Myl10"
"7106","Myl12a"
"7107","Myl12b"
"7108","Myl4"
"7109","Myl6"
"7110","Myl6b"
"7111","Myl7"
"7112","Myl9"
"7113","Mylip"
"7114","Mylk3"
"7115","Mylpf"
"7116","Mynn"
"7117","Myo18a"
"7118","Myo19"
"7119","Myo1c"
"7120","Myo1d"
"7121","Myo1e"
"7122","Myo1f"
"7123","Myo1g"
"7124","Myo5a"
"7125","Myo5b"
"7126","Myo6"
"7127","Myo7a"
"7128","Myo9a"
"7129","Myo9b"
"7130","Mypopos"
"7131","Mysm1"
"7132","Mzb1"
"7133","Mzt1"
"7134","Mzt2"
"7135","N4bp1"
"7136","N4bp2"
"7137","N4bp2l1"
"7138","N4bp2l2"
"7139","N4bp3"
"7140","N6amt1"
"7141","Naa10"
"7142","Naa15"
"7143","Naa16"
"7144","Naa20"
"7145","Naa25"
"7146","Naa30"
"7147","Naa35"
"7148","Naa38"
"7149","Naa40"
"7150","Naa50"
"7151","Naa60"
"7152","Naaa"
"7153","Naaladl1"
"7154","Nab1"
"7155","Nab2"
"7156","Nabp1"
"7157","Nabp2"
"7158","Naca"
"7159","Nacad"
"7160","Nacc1"
"7161","Nacc2"
"7162","Nadk"
"7163","Nadk2"
"7164","Nadsyn1"
"7165","Nae1"
"7166","Naf1"
"7167","Naga"
"7168","Nagk"
"7169","Naglu"
"7170","Nagpa"
"7171","Nags"
"7172","Naip2"
"7173","Naip5"
"7174","Nampt"
"7175","Nanos1"
"7176","Nanp"
"7177","Nans"
"7178","Nap1l1"
"7179","Nap1l4"
"7180","Napa"
"7181","Napb"
"7182","Napepld"
"7183","Napg"
"7184","Naprt"
"7185","Napsa"
"7186","Narf"
"7187","Narfl"
"7188","Nars"
"7189","Nars2"
"7190","Nasp"
"7191","Nat10"
"7192","Nat2"
"7193","Nat6"
"7194","Nat8f1"
"7195","Nat8f4"
"7196","Nat9"
"7197","Natd1"
"7198","Naxd"
"7199","Nbas"
"7200","Nbeal1"
"7201","Nbeal2"
"7202","Nbn"
"7203","Nbr1"
"7204","Ncam1"
"7205","Ncapd2"
"7206","Ncapd3"
"7207","Ncapg"
"7208","Ncapg2"
"7209","Ncaph"
"7210","Ncaph2"
"7211","Ncbp1"
"7212","Ncbp2"
"7213","Ncbp3"
"7214","Ncdn"
"7215","Nceh1"
"7216","Ncf1"
"7217","Ncf2"
"7218","Ncf4"
"7219","Nck1"
"7220","Nckap1"
"7221","Nckap1l"
"7222","Nckipsd"
"7223","Ncl"
"7224","Ncln"
"7225","Ncoa2"
"7226","Ncoa3"
"7227","Ncoa4"
"7228","Ncoa5"
"7229","Ncoa6"
"7230","Ncoa7"
"7231","Ncor1"
"7232","Ncor2"
"7233","Ncstn"
"7234","Ndc1"
"7235","Ndc80"
"7236","Nde1"
"7237","Ndel1"
"7238","Ndfip1"
"7239","Ndfip2"
"7240","Ndn"
"7241","Ndor1"
"7242","Ndrg1"
"7243","Ndrg2"
"7244","Ndrg3"
"7245","Ndrg4"
"7246","Ndst1"
"7247","Ndst2"
"7248","Ndufa1"
"7249","Ndufa10"
"7250","Ndufa11"
"7251","Ndufa12"
"7252","Ndufa13"
"7253","Ndufa2"
"7254","Ndufa3"
"7255","Ndufa4"
"7256","Ndufa4l2"
"7257","Ndufa5"
"7258","Ndufa6"
"7259","Ndufa7"
"7260","Ndufa8"
"7261","Ndufa9"
"7262","Ndufab1"
"7263","Ndufaf1"
"7264","Ndufaf2"
"7265","Ndufaf3"
"7266","Ndufaf4"
"7267","Ndufaf5"
"7268","Ndufaf6"
"7269","Ndufaf7"
"7270","Ndufaf8"
"7271","Ndufb10"
"7272","Ndufb11"
"7273","Ndufb2"
"7274","Ndufb3"
"7275","Ndufb4"
"7276","Ndufb5"
"7277","Ndufb6"
"7278","Ndufb7"
"7279","Ndufb8"
"7280","Ndufb9"
"7281","Ndufc1"
"7282","Ndufc2"
"7283","Ndufs1"
"7284","Ndufs2"
"7285","Ndufs3"
"7286","Ndufs4"
"7287","Ndufs5"
"7288","Ndufs6"
"7289","Ndufs7"
"7290","Ndufs8"
"7291","Ndufv1"
"7292","Ndufv2"
"7293","Ndufv3"
"7294","Neat1"
"7295","Nebl"
"7296","Necab3"
"7297","Necap1"
"7298","Necap2"
"7299","Nectin2"
"7300","Nedd1"
"7301","Nedd4"
"7302","Nedd8"
"7303","Nedd9"
"7304","Nefh"
"7305","Neil1"
"7306","Neil3"
"7307","Nek1"
"7308","Nek2"
"7309","Nek3"
"7310","Nek4"
"7311","Nek6"
"7312","Nek7"
"7313","Nek8"
"7314","Nek9"
"7315","Nelfa"
"7316","Nelfb"
"7317","Nelfcd"
"7318","Nelfe"
"7319","Nemf"
"7320","Nemp1"
"7321","Nemp2"
"7322","Nenf"
"7323","Nepro"
"7324","Nes"
"7325","Nespas"
"7326","Net1"
"7327","Neto2"
"7328","Neu1"
"7329","Neu3"
"7330","Neurl2"
"7331","Neurl3"
"7332","Neurl4"
"7333","Nf1"
"7334","Nf2"
"7335","Nfam1"
"7336","Nfat5"
"7337","Nfatc1"
"7338","Nfatc2ip"
"7339","Nfatc3"
"7340","Nfe2"
"7341","Nfe2l1"
"7342","Nfe2l2"
"7343","Nfic"
"7344","Nfil3"
"7345","Nfix"
"7346","Nfkb1"
"7347","Nfkb2"
"7348","Nfkbia"
"7349","Nfkbib"
"7350","Nfkbid"
"7351","Nfkbie"
"7352","Nfkbil1"
"7353","Nfkbiz"
"7354","Nfrkb"
"7355","Nfs1"
"7356","Nfu1"
"7357","Nfx1"
"7358","Nfxl1"
"7359","Nfya"
"7360","Nfyb"
"7361","Nfyc"
"7362","Ngdn"
"7363","Ngly1"
"7364","Ngp"
"7365","Ngrn"
"7366","Nhej1"
"7367","Nhlrc1"
"7368","Nhlrc2"
"7369","Nhlrc3"
"7370","Nhp2"
"7371","Nhsl2"
"7372","Nicn1"
"7373","Nid2"
"7374","Nif3l1"
"7375","Nifk"
"7376","Nin"
"7377","Ninj1"
"7378","Ninl"
"7379","Nip7"
"7380","Nipa1"
"7381","Nipa2"
"7382","Nipal1"
"7383","Nipal2"
"7384","Nipal3"
"7385","Nipbl"
"7386","Nipsnap1"
"7387","Nipsnap3b"
"7388","Nisch"
"7389","Nit1"
"7390","Nit2"
"7391","Nkap"
"7392","Nkapl"
"7393","Nkg7"
"7394","Nkiras1"
"7395","Nkiras2"
"7396","Nkrf"
"7397","Nktr"
"7398","Nle1"
"7399","Nlgn2"
"7400","Nlk"
"7401","Nln"
"7402","Nlrc4"
"7403","Nlrx1"
"7404","Nmb"
"7405","Nmd3"
"7406","Nme1"
"7407","Nme2"
"7408","Nme4"
"7409","Nme6"
"7410","Nme7"
"7411","Nme9"
"7412","Nmi"
"7413","Nmnat1"
"7414","Nmnat3"
"7415","Nmral1"
"7416","Nmrk1"
"7417","Nmt1"
"7418","Nmt2"
"7419","Nnt"
